Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Url_spotify,Url_youtube,Comments,Artist,Composer
7,1.155649469,0.116356972,-0.574977017,-0.508511535,-0.282256987,0.463100597,0,-0.196183215,0.317220134,0.367083603,0,-0.075723352,1,1,0,0.06540828,-0.229419494
5,1.31090163,0.249809409,0.102247168,-0.515353154,0.360863071,-0.275100484,1.135748205,0,0.160187467,0,-0.333065554,0.006929607,1,1,-0.122207956,0.418485081,0.996918809
5,1.550514818,0.231751488,-0.576917488,-0.409464197,-0.244387055,-0.198536249,1.797210599,0.175464055,1.062529014,-0.348101941,-0.375176445,-0.198639233,1,1,-0.130887694,0.977210118,-0.582163396
7,0.424986736,0.34186076,0.092544816,-0.518248973,0,-0.034427399,1.535892122,0.270963076,0.439474031,0.773428096,0.42025594,-0.218103174,0,1,0.077957983,2.017856494,0.996918809
8,0,0.35243125,-0.570125841,-0.47036079,-0.287022078,-0.090123072,1.650218956,-0.283861632,0.15975005,-0.29034158,-0.310808016,-0.044650173,1,1,-0.113252894,-0.230237646,-1.506308178
8,1.348328376,0.623740495,-0.157775872,-0.51842867,2.560537651,0,1.809459903,0.103089752,0,-0.046083112,-0.050230873,-0.479681641,1,1,-0.067908267,-0.32999902,0.996918809
8,0,0.378417038,-0.641923248,-0.412822479,0,-0.051603354,0,0.361405673,0.023077901,-0.077895467,-0.167113652,0,1,1,-0.096136079,-1.227327363,0.420668503
5,-1.205672524,-2.043766717,-0.47698326,-0.019178912,-0.195064186,-0.280548859,-0.309669621,-0.659149528,-0.331592927,-0.159411159,-0.181511533,0.265961313,1,1,-0.054697334,0.399575182,-0.582163396
1,0.830421002,-0.321217273,-0.211138809,0,0.282489868,5.498689539,-0.742478348,-0.474589999,-0.730929798,-0.313737724,-0.341922802,-0.492386309,1,1,-0.123407253,0,-1.506308178
0,-1.190004603,-1.505552598,-0.442054792,0.573159218,-0.28080447,-0.261992855,0.351792774,2.25089073,-0.577421225,-0.343394863,-0.370420793,0.057548529,1,1,-0.130099051,2.017856494,-1.506308178
2,-1.310599625,-1.38883677,-0.662298187,1.424404804,-0.281535954,-0.26779353,-1.32636182,-1.603824637,-0.083882911,0,-0.119264,-0.191854964,1,0,-0.031780028,-2.133179002,0.420668503
6,-0.884084328,-1.390818737,-0.516762904,-0.049736526,-0.286657381,-0.260098163,0.008812273,-0.638418183,0.199472456,-0.327512541,0,-0.380953814,1,1,-0.130360376,0.167157462,0
4,-1.383598633,-2.737895565,-0.533256903,3.089340497,-0.277721791,-0.282201923,-0.440328859,-0.128157438,-0.695168903,-0.265600017,-0.314566075,0,1,1,-0.115105505,0,0.164946231
1,1.227944458,0,-0.101502229,-0.517065718,-0.276520069,7.360735935,-0.677148729,-0.293603678,-0.550136314,-0.298101598,-0.341058454,-0.525687615,1,1,0,-2.133179002,-0.582163396
6,-0.998269373,-1.074364691,-0.604084074,1.758418891,0,-0.268331364,0.057809487,0,0.534773143,-0.255768426,0,-0.277694067,1,1,-0.104195168,1.719628068,0.996918809
4,-0.794385677,-1.560387015,-0.624459014,0.138550451,0.007661167,0,0.805017007,0.913263945,0,0,-0.3628143,-0.453561675,1,1,-0.126421829,0.067254175,0.996918809
2,-0.567341608,-0.749322121,-0.561393724,-0.489846404,-0.287022078,0.288849716,1.56039073,0.998751244,-0.326195368,0.013324735,-0.130222449,2.621526571,1,1,-0.077231985,0.640600399,-1.506308178
4,-0.790997888,-0.595609578,-0.626399484,-0.295281496,-0.273750882,-0.280548859,1.107166496,-1.170859782,-0.142100624,-0.331263031,-0.353298942,0.538594206,1,1,-0.124746546,0.561110581,-1.506308178
3,-1.356482247,-2.465705446,0.004253411,2.166809208,0,-0.19060238,-0.78330936,-1.465480837,-0.556078582,-0.330979448,-0.344087148,0.00503145,1,1,-0.130201714,0,-1.506308178
5,-0.73140316,-0.063781797,0,0.767664117,0,-0.286831992,0.682523971,-0.91669013,-0.211864493,-0.25519292,-0.299230852,-0.19919517,1,1,-0.10943101,0.643545688,1.739527357
4,-1.291454498,-1.02305377,-0.597292427,0.049256333,-0.286978711,-0.263215673,0.151720815,-1.804429889,0.422637607,-0.328794944,-0.335521298,0.171150532,1,0,-0.129758394,1.186633741,1.739527357
0,-0.936647008,-0.595609578,0,-0.423517327,-0.214396243,-0.271889975,-1.403940743,0.761638601,0.309957363,-0.304674779,0,-0.093521267,1,1,0,-1.161588559,-0.229419494
2,0.265682095,0.044345508,0,-0.404876772,0,-0.044338241,0,1.880288455,0.032428719,0,-0.372141379,0,1,1,-0.129753728,-0.887132279,-0.229419494
3,0.116016542,0.093013806,-0.494447494,-0.494647868,-0.287022078,0,1.752296486,0,0,-0.32724811,-0.360638947,0,1,1,-0.125115202,1.272769871,0.164946231
4,0,-0.793586048,-0.649685129,-0.324876935,-0.286838162,0,0.290546256,-1.521640869,0.407121687,-0.319057944,-0.338281186,-0.182985897,1,0,-0.128311772,0,-0.582163396
1,-1.205672524,-0.161779048,-0.648714894,-0.266786465,-0.281379207,-0.289298673,-1.187536379,0.669679077,0.221153479,-0.329565575,-0.356381512,0,1,1,-0.122884602,0.343350353,-0.582163396
8,-1.283364784,-2.104326816,0.422424792,-0.518331514,-0.287022078,1.327012738,-0.081015954,-0.961692316,0,1.0439755,1.101267084,1.609136582,1,1,0.068858259,-1.349355791,-0.582163396
2,-0.85317872,-0.30051673,1.450874127,-0.518155541,-0.287022078,-0.28694385,-0.125930067,-0.707994597,0.804155929,0.26813277,0.230482911,0.820655777,1,1,-0.028317466,0.067254175,-1.506308178
4,-1.074192511,-1.277846624,3.915271593,-0.477216598,-0.287022078,0,0.151720815,0.321325074,0.034302184,0.49191742,0.387274579,0.584150868,1,1,0.0102467,0,1.739527357
4,-0.406549735,0,0.020747409,-0.511012339,-0.287022078,0.693302779,0.580446441,-1.379319348,0.855870161,0.120959151,0.0480215,0.147629845,1,1,0,0.418485081,-1.506308178
7,0,-0.074572505,0,-0.518422138,-0.287022078,-0.270909534,0.425288595,-1.079102515,-0.011255199,-0.1660713,-0.171183965,-0.160495887,1,1,-0.103415859,-0.409105866,0.420668503
6,-0.85317872,-0.913384936,0.412722439,0,-0.287022078,-0.182239755,-0.517907782,-1.044482855,0.307316355,-0.068695604,-0.101660732,-0.011049531,1,1,0,0.215622539,0.164946231
2,-1.186764707,-1.393241141,0.684388302,1.036636976,-0.287005463,-0.269900257,0.094557398,0.521964035,1.053945739,-0.24577198,0,-0.245525988,1,1,-0.112002265,0.343350353,0
1,0,-0.694267485,3.963783354,-0.509182444,0,-0.281558301,0,1.764192927,0,-0.348293639,-0.375592977,-0.274480311,1,1,0,0,0.996918809
9,0.347575914,0.315434534,2.663668156,-0.51394224,-0.287002537,-0.288684663,0.506950619,-0.877755654,0.916728882,-0.335604475,0,-0.318084933,1,1,-0.125437192,0.971503171,0.996918809
5,-0.267836126,-0.419214525,-0.050079762,-0.48746565,-0.241199878,-0.293180837,1.654302057,0,0.478098769,-0.321226616,-0.340736352,0,1,1,-0.122151958,-2.133179002,0.996918809
9,0.640054041,1.048321846,1.470278832,0,-0.286896158,-0.293499029,0,0.139327468,-0.333573683,0.187474515,0.270234225,-0.181675737,1,1,-0.034486612,0,0.996918809
8,0.717988506,0.762257958,0.587364779,0,0.381762592,0,-1.814292414,0,-0.075085054,4.187904935,5.490344084,1.479910743,1,1,1.738270381,0.669841471,1.739527357
9,0.403650599,0,1.305338844,-0.518428332,-0.287022078,-0.081457546,0.408956191,-1.311293571,0.42550145,0,-0.006543068,0.093057412,1,1,-0.059051202,0.063252495,0.996918809
8,0.192918802,0.183964064,2.207657601,-0.304278296,-0.287012255,-0.278366371,0.180302523,0.981727945,0.107837742,-0.215860281,-0.124898483,-0.14500728,1,1,-0.106831755,1.258319071,0.164946231
6,0,0,-0.615726897,-0.518428263,-0.286966172,-0.283996556,0.57636334,-0.030905522,-0.52003708,0,-0.273351974,0,1,1,-0.089850269,0.669841471,0.420668503
8,0,0,1.276231787,-0.51842796,-0.282267437,0.140085892,-1.285530808,0.23752325,-0.740354894,-0.338299242,-0.362712919,-0.290929752,1,1,-0.129730395,0.748470886,0
9,0,1.220752965,1.732242342,-0.461326061,-0.287022078,-0.292668458,0.47428581,-0.706612508,0.230397006,-0.21211985,0,-0.328357991,1,1,-0.102127898,0,1.739527357
6,0.863265218,0,0.897840051,0,-0.287022078,0,0,0,0.496915949,-0.343878729,-0.365447317,-0.206435272,1,1,0,0,-1.506308178
9,2.353692976,0.943277601,0.597067132,-0.518416354,-0.273959877,-0.285393302,1.111249597,-0.604506424,0.027039413,-0.258510393,-0.283364969,-0.29519981,1,1,-0.116328134,0.669841471,0
9,1.491763756,0.986220217,1.838968217,-0.518427733,0,0.165319045,1.176579217,0.978188447,0.480739776,0.241348608,0,-0.485005225,0,1,-0.076317346,0,-0.229419494
0,-0.612693207,-0.056514585,0,0.670535277,-0.287022078,-0.224141196,-0.983381319,-1.447884477,0.120795186,-0.34779991,-0.375130099,0.168456066,1,1,-0.130645034,-0.249078665,0
4,0,0.243202852,-0.650655365,0,-0.287022078,-0.090123072,0.649859162,0.774852726,0.508693192,1.017779511,0.327571427,0.233341726,1,1,0.029127462,-0.32999902,-1.506308178
4,0,0.312351475,-0.655506541,-0.514423055,0,-0.275100484,-1.081375748,0.437150926,0.48030236,1.167411189,0.40771015,0.051518231,1,1,0.065979013,0.52943075,0.996918809
6,1.64013336,0.725041025,-0.531316432,-0.512087223,-0.287022078,0,0,0,0.026049035,0,0.016715537,0.215849472,1,1,0,0.594721026,0.996918809
6,2.193860398,0,-0.337269388,-0.518401889,-0.287022078,-0.159383339,1.103083395,0.135619422,-0.139566908,0.26503904,0.052416814,0.02212215,1,1,-0.01439722,1.98321738,-0.582163396
3,-0.293510557,0.151591938,-0.662298187,-0.487951985,-0.287022078,-0.199817669,-0.13817937,0.651475945,0.5456673,0.334790079,0,-0.228026888,1,1,-0.041141077,-0.189288716,-0.229419494
4,0,-0.083161028,-0.626399484,-0.518399077,-0.286929075,-0.23216916,-0.142262472,0.641093418,0.513645082,0.529499884,0.038502087,-0.008951902,1,1,-0.027589488,-1.344458656,0.996918809
0,0,-1.448736214,-0.621548308,0,-0.287006717,-0.287714043,0,-0.576999469,-0.046248551,-0.245524995,0,-0.310686647,1,1,-0.131144352,0.748470886,0.164946231
2,0,0.026507806,0,-0.516547827,-0.287022078,0,0.523283024,0.974783788,0.337027692,0,-0.238498825,-0.240101332,1,1,-0.107807059,0.669841471,0
0,-1.164821513,0,-0.622518543,-0.09319445,-0.287022078,-0.281227741,-1.105874355,-0.796448333,-0.406638812,0,0,-0.398860946,1,1,-0.107653064,-2.262965645,-0.945558635
4,0.066163221,-0.463258234,-0.558483019,-0.304278296,-0.287022078,-0.258129661,1.196994723,0,-0.616268798,0.263141791,0.059151428,0.156292623,1,1,-0.046852904,0,0.519546977
5,0.475429861,-0.635028697,-0.565274665,0,-0.286985922,0,0.833598716,0.373473675,0.692787935,-0.348289296,-0.375635847,0,1,1,-0.131111687,0,0.519546977
3,0.871526708,0.225144932,-0.523554551,-0.50288688,-0.287022078,0.073120256,0.825432513,1.419412131,0,-0.051291284,-0.182604133,-0.083151808,1,0,-0.102216562,0,0.164946231
6,0,-0.111128783,-0.525495021,-0.344110436,0,-0.247925948,-0.060600448,0,0.164256269,0,-0.295498862,-0.111767264,1,1,0,-1.407392401,0.164946231
6,0.482711676,0.189249309,-0.574006782,-0.47036079,0,0,1.437897693,0.143777122,0.061372513,-0.050031928,-0.218344803,0.307284597,0,1,-0.094694123,0.067254175,0
